"Date","Brighton..366..Snow.Water.Equivalent..in.","Brighton..366..Snow.Depth..in.","Brighton..366..Precipitation.Accumulation..in.","Brighton..366..Air.Temperature.Observed..degF."
"2025-01-29 22:00",9,34,12.4,19.6
"2025-01-29 23:00",9,34,12.4,19.9
"2025-01-30 00:00",9,34,12.4,20.1
"2025-01-30 01:00",9,34,12.4,19.8
"2025-01-30 02:00",9,34,12.4,18.1
"2025-01-30 03:00",9,34,12.4,19.9
"2025-01-30 04:00",9,34,12.4,18.9
"2025-01-30 05:00",9,34,12.4,17.4
"2025-01-30 06:00",9,34,12.4,17.8
"2025-01-30 07:00",8.9,34,12.4,16.7
"2025-01-30 08:00",8.9,34,12.4,16.9
"2025-01-30 09:00",9,34,12.4,24.4
"2025-01-30 10:00",9,33,12.4,30
"2025-01-30 11:00",9,34,12.4,33.1
"2025-01-30 12:00",9,34,12.4,34
"2025-01-30 13:00",9.1,34,12.4,33.1
"2025-01-30 14:00",9.1,34,12.4,32
"2025-01-30 15:00",9.2,34,12.4,30.4
"2025-01-30 16:00",9.2,34,12.4,23.4
"2025-01-30 17:00",9.1,34,12.4,19.9
"2025-01-30 18:00",9.1,34,12.4,20.3
"2025-01-30 19:00",9,34,12.4,18
"2025-01-30 20:00",9,34,12.4,18.3
"2025-01-30 21:00",9,34,12.4,19.4
"2025-01-30 22:00",9,34,12.4,18.5
"2025-01-30 23:00",9,34,12.4,18.3
"2025-01-31 00:00",9,34,12.4,17.8
"2025-01-31 01:00",9,34,12.4,19.4
"2025-01-31 02:00",9,34,12.4,20.3
"2025-01-31 03:00",9,34,12.4,18.5
"2025-01-31 04:00",8.9,34,12.4,19.4
"2025-01-31 05:00",9,34,12.4,18.7
"2025-01-31 06:00",8.9,34,12.4,20.7
"2025-01-31 07:00",8.9,34,12.4,23.2
"2025-01-31 08:00",8.9,34,12.4,23.4
"2025-01-31 09:00",9,34,12.4,29.7
"2025-01-31 10:00",9,34,12.4,38.1
"2025-01-31 11:00",9,34,12.4,37.9
"2025-01-31 12:00",9.1,34,12.4,37.6
"2025-01-31 13:00",9.1,34,12.4,36.9
"2025-01-31 14:00",9.1,34,12.4,36.7
"2025-01-31 15:00",9.1,34,12.4,34.7
"2025-01-31 16:00",9.1,34,12.4,34.5
"2025-01-31 17:00",9.1,34,12.3,35.1
"2025-01-31 18:00",9.1,34,12.4,31.3
"2025-01-31 19:00",9.1,34,12.4,29.1
"2025-01-31 20:00",9.1,34,12.4,28
"2025-01-31 21:00",9.1,34,12.4,28.9
"2025-01-31 22:00",9.1,34,12.4,32.4
"2025-01-31 23:00",9.1,34,12.4,32.7
